prompt_length,embedding_norm,response_length,response_quality
80.810061,1.009281,107.217056,0.092574
80.131248,0.939563,90.711294,0.298964
99.526166,1.14418,94.173814,0.201215
119.80062,0.870351,102.592474,0.170257
74.66129,1.007569,167.936279,0.127145
86.431983,1.151992,140.971114,0.119107
120.663753,0.984552,87.86747,0.133388
84.774949,0.932862,194.318257,0.306903
96.30155,0.979603,181.730117,0.173937
96.643329,0.894122,141.92071,0.368155
108.603382,0.899946,74.117699,0.288915
100.491646,0.983021,22.039394,0.439342
44.618403,0.838504,82.240958,0.428663
48.220256,0.754065,111.520671,0.245587
98.004288,0.961018,53.834074,0.119633
76.700529,0.99025,68.261352,0.142671
66.296548,1.006907,93.298489,0.192328
73.150441,0.942459,117.923702,0.152086
88.002003,1.099182,107.10876,0.208968
105.145092,1.031636,99.880611,0.218902
89.125883,1.061467,158.796002,0.504096
90.013872,0.853308,127.676846,0.148568
81.058857,0.913575,127.464725,0.167811
43.840011,1.036867,132.158118,0.035144
87.551044,1.150069,60.079089,0.442344
130.835412,1.005164,89.888219,0.147197
127.235198,0.757925,121.232535,0.087717
122.069827,0.936777,119.629117,0.446917
130.929005,0.98613,70.454197,0.185433
97.368014,0.941128,159.154478,0.304387
81.451276,1.091282,89.431617,0.08492
93.645016,1.038676,109.973819,0.143498
87.721388,1.009485,44.568801,0.208721
72.2805,0.905189,113.046187,0.354768
107.482027,1.120439,158.673612,0.120205
103.239656,0.953363,0.514474,0.276433
70.502367,0.976197,176.148144,0.393946
57.648703,0.955175,33.893802,0.187423
81.546546,0.950375,169.601751,0.346432
92.280617,0.919381,45.871081,0.300988
83.282392,1.063204,135.022728,0.265209
96.836518,0.967987,72.896623,0.136358
87.906765,1.026879,120.835553,0.075218
90.632552,1.001161,194.487234,0.214023
78.026088,0.878665,112.847543,0.501953
64.82395,1.031522,94.837726,0.338718
68.182508,0.905456,131.516927,0.108209
72.105626,1.04057,144.087081,0.47974
93.394916,0.950762,55.433148,0.128534
86.925556,1.035048,126.538242,0.144312
94.691977,0.872946,114.109036,0.40698
87.840939,1.000435,136.712918,0.301507
94.149543,0.987521,116.835896,0.362355
66.890328,0.943931,128.181798,0.342879
77.866069,0.963198,128.451256,0.181193
76.697055,0.959914,96.289204,0.66779
92.133479,1.029558,156.174339,0.171256
79.849668,1.107932,86.765915,0.108764
102.406766,1.120141,96.510618,0.101433
119.973426,1.166471,90.126226,0.016148
76.495746,1.089986,107.429809,0.223896
50.471375,0.992251,137.139373,0.218163
54.543429,1.091429,83.946143,0.347019
116.163922,0.879453,109.612207,0.268025
84.663852,0.844167,120.281547,0.315253
86.508761,1.123811,65.07129,0.105896
97.731438,0.96124,126.370805,0.081775
79.013125,1.255302,137.061474,0.167227
106.11445,0.827569,157.453344,0.39792
88.594958,0.99328,53.631484,0.376243
91.042906,0.848831,114.667721,0.710805
96.334335,0.912894,46.072262,0.224075
114.728198,1.224132,10.54033,0.085664
77.560959,1.066994,180.557239,0.196037
73.916725,1.132164,131.200997,0.535417
74.382797,1.120036,145.541614,0.302527
85.70457,0.914073,65.930204,0.041583
75.897078,1.083361,129.842256,0.211715
85.372349,0.83917,181.460122,0.062865
79.905104,1.020164,98.652655,0.268859
82.14025,1.055517,38.999276,0.046306
94.560267,0.903108,63.567925,0.111931
58.200809,0.81213,81.87495,0.116974
114.455462,1.13339,76.242593,0.182728
101.182399,1.114975,47.712614,0.100543
85.562606,1.008384,103.24875,0.107036
95.644427,1.033415,124.245942,0.147829
69.697793,1.032683,135.893694,0.184868
112.799739,0.825382,146.351399,0.508877
98.852456,0.92196,118.833941,0.469863
84.15691,0.925179,122.186282,0.214612
82.722991,0.956929,124.161536,0.385981
124.283901,0.887899,123.047352,0.145593
71.746154,0.995045,130.999158,0.095501
111.59096,1.02651,51.426185,0.198617
117.082274,1.166821,47.146724,0.305445
103.48286,1.042963,101.119664,0.263658
115.121312,0.93912,153.840123,0.341457
66.210978,1.121598,115.665003,0.5958
86.812974,0.934212,96.351764,0.436823
74.080655,1.014509,132.926276,0.270719
77.60381,1.076892,151.035313,0.149709
94.797462,1.084156,62.948782,0.091008
125.272065,0.798864,118.945853,0.363989
70.019505,1.100139,52.637528,0.099835
80.06174,0.896481,91.900543,0.16567
79.227043,1.136156,190.322111,0.076848
67.122265,0.833116,121.508121,0.44859
72.526287,1.033961,82.398517,0.209675
90.509565,1.088515,98.768319,0.483248
76.37519,1.201197,113.051268,0.50734
123.03223,0.984796,123.61952,0.07341
70.378381,0.946922,241.585256,0.209769
69.048873,1.085173,56.668516,0.252381
104.974827,1.192169,77.350259,0.085097
82.675941,1.041132,44.801805,0.296919
87.535103,1.042396,67.976862,0.241029
95.789467,1.086394,138.652605,0.263105
98.450827,0.949774,90.733275,0.324587
81.688755,0.963477,212.369736,0.290245
58.959646,1.034192,145.489184,0.16685
95.154803,0.978961,120.474431,0.140732
72.712192,1.061243,180.990787,0.108138
65.187632,1.314904,100.792045,0.232901
82.616444,0.771768,123.443487,0.060391
89.586528,1.052523,138.472517,0.140594
82.471351,1.113927,155.444745,0.21369
79.636665,0.899252,116.788502,0.103262
81.122925,1.097995,60.987577,0.102913
67.886646,0.996624,46.4247,0.326733
65.115442,1.10073,142.254231,0.041449
89.754348,1.066702,68.979812,0.052992
80.134242,1.030272,98.707683,0.127914
68.913176,0.90861,105.088687,0.448348
52.709326,0.869977,130.049057,0.445722
78.919596,1.038221,75.551059,0.118252
70.468832,0.962163,71.205526,0.180535
54.085583,1.024587,114.434111,0.481204
82.319068,0.920987,120.938406,0.24871
64.778734,0.963652,78.425294,0.620953
81.403022,0.983536,125.52363,0.070908
85.855998,1.031312,142.847742,0.351873
82.866986,1.174995,194.425224,0.063739
116.102762,0.992374,144.253983,0.171605
85.797632,0.790875,160.359834,0.221785
80.600456,0.855215,27.11327,0.239163
82.618347,1.039833,44.187726,0.423117
70.399468,1.034705,117.511071,0.017178
95.836134,1.041774,78.722396,0.545069
71.806865,1.067227,159.038,0.120344
87.419972,0.936616,115.83085,0.147696
96.795922,1.117777,73.592219,0.210937
73.455178,0.906614,111.057945,0.123903
130.530812,0.966989,119.341799,0.135859
70.246608,1.039005,76.019094,0.278953
100.415529,0.846796,39.60257,0.30221
93.451901,1.018555,128.200863,0.523211
112.526688,1.057454,98.28998,0.15593
58.236102,0.907433,159.260899,0.410895
98.204708,1.006216,154.713394,0.216677
78.699221,1.054,118.610309,0.314261
92.974845,0.899685,96.891764,0.100147
122.920448,0.988565,96.099481,0.133911
83.08654,0.844237,139.117784,0.197814
91.054135,0.805126,163.980582,0.076652
69.476091,0.925147,120.407839,0.421299
102.201054,1.233544,53.216807,0.585008
45.28413,1.075935,94.221043,0.259382
66.804777,0.988462,87.552408,0.167075
71.166924,1.115402,111.03487,0.468485
63.946497,0.896314,109.090606,0.045963
100.565356,0.963551,159.850046,0.190218
67.634563,0.852495,129.531818,0.22327
92.016332,1.061438,133.65499,0.167818
38.841621,1.122081,145.39587,0.159796
94.000602,0.942212,167.199114,0.475938
82.331769,1.040146,68.588179,0.17055
73.555296,1.069567,153.044941,0.138767
66.228566,1.045857,111.990588,0.296139
87.532345,0.936416,97.518022,0.235902
69.728352,0.966629,121.338834,0.444536
65.037931,1.177215,145.366081,0.482455
67.178678,1.010423,180.953801,0.547595
97.258629,1.101353,171.694096,0.209033
79.574639,1.081922,124.540208,0.220907
84.845125,1.055466,135.460817,0.251381
99.686298,1.070547,193.671638,0.355612
80.97926,1.087869,77.138917,0.308248
78.277872,0.948857,117.366044,0.20361
59.876446,0.851705,122.624011,0.328427
80.757542,1.010836,70.308319,0.02033
91.867194,0.978466,111.923951,0.563526
75.478447,1.278943,70.681327,0.204945
115.681916,1.134861,142.450134,0.222642
88.691831,0.921366,122.689103,0.17835
68.062243,0.855622,130.359028,0.21497
97.164244,1.064298,155.5453,0.524849
79.860124,1.024341,135.168466,0.091134
121.116573,0.978717,116.801505,0.554892
70.390451,0.962385,107.246608,0.284153
71.605352,1.139676,33.774572,0.354406
126.711448,0.984931,146.124737,0.077154
60.497222,0.930519,106.80045,0.478173
73.231173,0.962995,115.539704,0.065693
47.209406,1.004541,79.034967,0.179197
75.303423,1.096355,137.301822,0.343733
82.010233,1.047814,126.606469,0.088023
111.927792,0.998647,182.350037,0.062854
106.421088,0.951079,108.987867,0.358658
89.041786,0.997979,129.835818,0.217678
101.131961,1.096618,110.809772,0.412845
39.807756,1.205185,92.18623,0.597709
110.67961,0.958199,107.52655,0.336191
79.677896,1.11607,130.561845,0.379946
89.097529,0.996287,184.818045,0.309087
96.750047,0.990387,69.420981,0.04644
75.240837,1.024159,41.088826,0.253262
101.211666,0.93906,104.825895,0.293723
88.459717,0.999014,106.204741,0.111073
49.053872,0.91447,167.296378,0.132306
90.746226,1.027799,119.937398,0.282346
110.051717,1.029332,182.115251,0.162402
77.372608,0.887987,201.020363,0.423327
99.296978,1.177796,202.879553,0.198388
89.483234,0.949407,181.332432,0.469065
80.716063,1.078899,126.795885,0.342405
66.953559,0.925594,145.65207,0.081502
70.034663,1.080771,131.007112,0.522517
120.437244,0.859266,180.940806,0.334597
64.970866,0.903308,137.004273,0.579019
60.610276,1.103348,85.407849,0.278368
49.429086,0.878464,164.915349,0.040075
74.527055,1.085412,91.655222,0.239515
72.418487,1.092069,156.508123,0.255119
64.161403,1.041322,164.711376,0.08228
80.133346,0.985755,133.391382,0.156529
104.671063,1.101141,153.483363,0.13782
107.124142,1.084312,79.530039,0.111113
84.122542,1.077032,85.658428,0.172138
49.449468,1.095735,140.269255,0.298629
94.147913,0.90692,68.667723,0.073905
53.215076,0.878245,151.712641,0.21141
129.360576,1.063852,127.738555,0.298236
82.607874,0.868186,117.286949,0.14612
93.083439,0.999447,202.8262,0.129601
106.864328,0.858535,152.003225,0.683706
63.682966,0.983497,110.854542,0.220199
122.755064,0.928638,153.650029,0.171251
110.023872,0.925617,85.530625,0.20864
71.593453,0.889134,149.083304,0.132263
103.226714,1.05123,172.10998,0.190483
82.247344,1.0505,121.975068,0.077779
88.691112,1.018783,64.373348,0.525598
97.786143,0.988088,100.433747,0.510511
91.081448,0.998879,117.354175,0.239351
66.318423,0.972172,164.169006,0.073751
92.712341,0.983777,162.534841,0.221354
68.631164,0.867011,117.100235,0.15804
51.192068,0.907307,88.363468,0.2693
92.849423,0.970973,0.179083,0.124281
98.279932,1.047903,143.525326,0.275242
95.846061,1.166934,115.295604,0.066661
127.522868,1.036901,168.25992,0.121945
78.781316,0.813045,110.125803,0.133961
65.004186,1.036417,113.446391,0.178243
124.853553,0.987381,84.753665,0.223813
90.298334,0.845608,83.967242,0.159687
126.77019,1.079942,70.600224,0.135327
97.70603,0.85028,114.586503,0.374997
98.029297,1.03731,120.299891,0.376692
83.394607,1.097497,70.737894,0.336714
70.662299,1.009436,153.034415,0.268734
76.052605,1.005378,182.789883,0.342495
111.768616,0.914501,127.704147,0.072591
49.040733,1.018434,78.872678,0.14313
86.400889,1.007254,106.132156,0.458958
66.155087,1.035976,146.945255,0.272127
76.72867,0.890008,147.994371,0.10131
71.456198,0.941568,113.658469,0.537363
82.54174,1.145349,84.235431,0.269236
88.720783,1.055403,42.70653,0.196387
76.183088,1.025205,116.009249,0.063531
73.36586,1.005536,110.810063,0.113602
98.710708,1.111544,168.232546,0.286894
86.611093,0.8967,195.00967,0.238357
88.483868,1.04679,171.261099,0.172278
82.973724,1.066536,114.767241,0.382665
114.102635,0.893412,102.810086,0.279181
96.07276,1.044816,159.767734,0.134013
81.875109,0.909813,183.305439,0.118696
102.470972,1.10741,56.789168,0.21354
90.308625,0.965801,153.648255,0.101877
115.60757,1.00536,122.252739,0.23463
49.428364,0.96928,73.515697,0.662304
78.914623,0.907825,121.029038,0.430993
73.116654,1.086141,183.354802,0.234128
78.807498,1.102357,95.218183,0.307135
128.43958,0.967591,102.105015,0.234186
69.898555,0.99076,28.6977,0.372831
95.844607,1.085553,115.014612,0.120243
105.855298,1.042128,140.604587,0.245956
100.461131,0.971477,193.284542,0.189398
56.617023,0.962594,140.331892,0.447283
90.380639,1.038629,69.07369,0.314001
78.818888,1.178822,161.0523,0.175427
63.506473,1.151459,159.165857,0.106192
75.922817,0.92343,100.018791,0.306084
84.976454,0.954025,164.986388,0.177617
120.67763,0.936396,101.588348,0.204917
47.842246,0.900073,104.779916,0.215079
69.448401,0.858476,131.560886,0.213313
109.959898,1.086159,121.216282,0.110979
80.908757,0.983764,112.871049,0.072374
107.54976,1.183143,106.56884,0.494142
108.558779,0.882113,123.941325,0.068272
79.777916,1.036594,104.590679,0.39304
93.372305,1.017286,9.842656,0.333825
69.341545,1.050488,91.543722,0.334164
37.731491,0.975649,57.405105,0.377193
106.79906,0.924736,131.182074,0.192792
85.84295,0.993157,114.470272,0.150844
103.380019,0.951619,124.581153,0.120822
118.337235,0.963582,126.75188,0.156317
71.404466,1.074776,71.058137,0.09129
79.270393,1.065589,151.386076,0.09644
123.39389,0.868782,123.340086,0.198132
87.687927,0.976171,140.041243,0.219356
67.988842,1.066611,53.809671,0.132731
87.39689,0.958057,124.530896,0.363793
69.708722,1.021345,140.224996,0.321743
115.389992,1.032814,64.563306,0.024556
55.678473,1.178678,172.06958,0.244924
93.029086,0.897137,82.035836,0.267529
75.182691,0.920975,171.308744,0.101488
104.318333,0.930621,59.335606,0.020212
101.431389,1.233564,99.262035,0.096322
59.68723,1.219809,153.813439,0.409842
81.810651,1.056492,120.11972,0.109681
86.005548,1.151856,141.905291,0.246807
69.028368,0.930128,36.174924,0.277223
93.64515,1.029705,121.753266,0.300046
74.32806,0.91096,138.262292,0.052473
89.845873,1.134794,124.295612,0.165545
65.923455,1.123784,90.543746,0.146955
69.449798,1.123222,90.742612,0.410231
92.371524,0.947318,131.287099,0.350959
81.383814,0.957438,166.854638,0.023543
57.558432,0.889249,132.963437,0.480245
56.352205,0.890846,83.232862,0.231107
90.938731,1.062161,10.364411,0.223521
60.719288,1.199191,97.602769,0.451077
77.87803,0.989922,139.961548,0.147996
84.734694,1.090729,98.850731,0.305321
120.444781,0.935751,170.727685,0.527799
85.072311,1.041901,173.390956,0.379576
103.037614,0.97202,92.246689,0.376343
77.289675,1.010307,104.287231,0.187024
93.077115,1.055328,83.553648,0.12402
45.901439,0.98271,122.811827,0.148786
120.796662,0.996586,50.582124,0.144178
78.042575,0.928183,113.509166,0.270117
87.141112,1.086515,114.718834,0.222965
97.383808,0.882117,96.342892,0.237266
71.621711,0.839943,135.605716,0.11116
123.314264,1.03938,175.353832,0.365326
79.308927,0.943441,144.338471,0.379047
94.302155,1.080638,-0.344464,0.034856
112.611162,1.02161,209.749727,0.141497
73.672601,0.973024,157.483618,0.401399
114.173547,0.882246,146.600174,0.290835
117.824,0.958124,99.533884,0.206629
107.559662,1.050296,81.203641,0.195915
105.465765,1.192594,76.739592,0.444119
104.470979,1.13529,119.629332,0.426116
64.508426,0.952331,152.356357,0.336728
95.405323,1.127445,61.020103,0.053924
77.652146,1.074728,141.468351,0.211687
76.613675,1.077747,17.199134,0.226986
95.329044,0.971674,20.382811,0.526607
97.053277,0.990008,183.339263,0.081182
107.64559,1.017001,115.003016,0.154624
68.535024,0.97508,73.16456,0.461868
82.069345,1.186201,120.437798,0.139655
75.264287,1.019389,93.646568,0.164612
70.036244,1.003963,117.898806,0.185163
101.699513,0.859658,82.143573,0.150682
74.205188,1.063016,142.084668,0.329867
81.008199,0.993933,58.39809,0.121986
98.580591,1.012073,102.690359,0.116271
110.043996,0.884773,150.967037,0.181967
77.386024,1.089053,150.573737,0.174947
67.74995,1.241374,128.657132,0.249479
91.180627,0.82625,97.922774,0.132736
69.807323,1.098945,62.345757,0.347594
77.669233,1.027165,112.852231,0.215441
91.548051,1.033358,117.49262,0.349306
74.268925,0.865227,121.888529,0.20848
115.579727,1.054516,134.101361,0.058262
60.805234,1.027623,126.873728,0.457477
67.813495,1.040578,167.307068,0.126697
91.25316,0.962752,172.444911,0.113204
62.322456,1.167612,120.208574,0.402052
36.003263,0.978084,95.333522,0.140617
123.254247,0.744249,160.470996,0.182382
104.493307,1.042585,89.330212,0.218063
127.897683,1.030523,53.246974,0.164492
98.483311,1.050895,79.803604,0.08034
68.473753,1.082311,76.066689,0.078305
79.353017,1.230689,42.435055,0.202713
91.898851,0.996714,76.300443,0.236575
41.635379,1.14919,76.144768,0.04931
113.783793,0.973139,157.158791,0.212573
89.345607,1.066097,41.207434,0.108621
84.271319,0.979769,75.667754,0.393505
78.458221,1.032701,99.448419,0.314313
72.637544,0.999903,84.565823,0.533716
80.962779,1.063681,145.533308,0.350875
92.879263,0.994591,128.125257,0.471992
102.981334,0.938985,139.098343,0.276392
76.536941,0.978141,90.55392,0.106549
108.41311,1.036442,160.944861,0.080009
72.53964,1.052785,52.543563,0.217005
35.391418,0.892094,129.412171,0.599344
60.815783,0.757489,39.718513,0.407424
45.687112,1.062113,115.971771,0.085843
56.07223,0.934611,50.667822,0.206441
86.842468,0.98279,126.544943,0.127229
105.856547,0.857208,135.52772,0.445043
92.732343,0.957373,123.912804,0.224338
71.551758,1.085483,109.986888,0.241482
70.861695,1.036421,145.783246,0.1268
79.546095,0.845063,142.774157,0.393985
90.385826,1.094084,126.962204,0.092371
76.885722,1.002102,99.759857,0.189309
106.030611,1.270446,131.627853,0.159133
67.026379,1.033305,81.805543,0.269511
109.777993,1.072693,85.256905,0.44957
99.428778,0.951922,111.738164,0.076076
74.765779,0.918291,99.853278,0.080022
90.967936,1.034898,106.738504,0.141968
98.202216,0.957513,89.790472,0.378411
116.545592,1.026421,113.621757,0.194826
127.472367,1.019991,219.76841,0.088185
117.599313,0.886593,85.595642,0.147816
61.003225,0.896069,54.164821,0.248967
89.62372,0.828176,167.445549,0.131638
59.384338,1.237815,96.218048,0.219885
63.889775,0.87018,147.694889,0.523304
80.292745,1.020742,128.157352,0.181294
97.010306,0.87276,66.672063,0.370955
75.3989,0.985765,107.471533,0.417792
118.635367,0.954894,88.130519,0.291494
95.136098,0.988589,126.335737,0.115334
106.888815,0.962456,160.10044,0.472495
68.528101,1.107655,165.899587,0.295105
117.338454,1.116317,103.960374,0.287546
56.634189,0.869826,120.159385,0.173816
73.513419,1.002461,119.596861,0.183948
46.648314,0.834932,158.301484,0.076996
92.474265,1.071006,110.950822,0.446997
88.866092,0.966997,151.314159,0.505725
81.330157,0.920632,60.278135,0.152384
76.007874,0.928737,166.658741,0.267734
108.289678,1.097746,117.036415,0.146017
94.29487,0.837968,122.960751,0.191813
94.209385,1.133212,32.069249,0.171952
84.75,1.119066,53.395954,0.117436
103.404694,0.875566,87.934785,0.068498
95.13669,0.917189,29.545949,0.18466
79.584552,1.125516,105.095468,0.110041
102.225623,0.940505,68.122034,0.120132
105.44994,0.765076,106.466247,0.348195
110.539348,1.020752,215.518851,0.057516
92.301388,1.044726,95.189749,0.236265
82.062289,1.177051,137.333636,0.295565
118.218151,1.077173,49.238675,0.211421
89.385938,0.959316,109.979078,0.248248
56.875298,0.98556,182.443807,0.108794
102.083405,0.977673,160.384633,0.268064
102.023406,0.977709,94.919364,0.046413
82.337719,1.158084,80.635668,0.504143
80.881731,0.960378,92.205416,0.323032
85.67094,1.015449,120.325371,0.325007
89.094844,0.906182,102.889361,0.434504
117.86416,0.978329,89.581148,0.22653
30.42103,1.131597,179.324906,0.265215
70.904484,1.167214,69.339222,0.348474
65.582287,0.872412,131.311362,0.059673
96.734905,0.982217,72.405048,0.050074
75.58505,0.974757,69.040005,0.303001
98.871295,0.993974,72.497715,0.318144
92.370281,1.052663,112.605106,0.316057
60.629972,0.899719,107.288069,0.208567
92.847332,0.864512,79.825677,0.103167
91.317392,1.029476,169.292458,0.317895
76.326963,1.07719,141.229008,0.35688
73.324314,1.041619,176.406256,0.180777
82.447691,0.777281,49.851255,0.098435
83.099,0.998241,112.903899,0.595453
88.137806,1.029173,145.538953,0.101976
47.325821,0.905529,97.714336,0.265817
45.37849,1.229489,95.216628,0.239539
104.006343,0.931166,10.362988,0.610117
43.298105,1.09465,153.966679,0.242802
92.690768,1.09424,63.894847,0.304437
119.647356,0.890243,97.600217,0.282823
72.417952,1.02136,159.607536,0.210237
77.764222,0.892685,237.153883,0.342433
131.794338,1.062639,101.303547,0.308848
109.919219,0.978909,144.416938,0.374049
93.38418,1.086657,92.403967,0.046815
43.264184,1.06051,131.945023,0.348612
93.342407,1.14712,123.466119,0.095889
84.107508,1.186573,113.930929,0.256537
100.460183,0.929167,47.852453,0.198174
67.875308,0.978318,180.625651,0.267549
94.423308,0.894278,74.607975,0.217199
68.482122,1.024077,176.171519,0.094372
62.596794,1.211952,117.531827,0.24977
115.204166,1.13611,170.742047,0.50194
130.925174,1.235811,101.115332,0.205458
86.865434,1.02582,92.090919,0.428755
130.040489,1.059411,122.726114,0.125038
72.127483,0.866914,202.335035,0.14636
83.116559,1.035023,130.600519,0.405478
97.032502,0.947881,112.218976,0.333558
107.411949,1.203579,104.722155,0.100002
93.096604,1.066679,56.964385,0.082477
110.869925,1.064809,199.719486,0.289679
59.988395,0.998162,59.381594,0.293579
102.536851,1.112177,167.889664,0.203879
131.525947,0.930668,112.600402,0.241479
66.701245,1.049449,115.501876,0.242014
63.450587,0.988665,93.2185,0.196019
70.015759,0.883041,160.859029,0.354531
70.226468,1.030262,134.883972,0.227968
80.389257,0.977349,130.375226,0.109944
109.797387,0.855883,141.584285,0.255054
74.268171,0.977432,63.048941,0.13366
105.180059,1.157815,187.69412,0.156871
106.359624,0.894425,123.898348,0.049073
76.758535,0.916562,199.451912,0.183297
56.452982,1.166189,55.002732,0.291968
66.205531,0.801071,87.398463,0.106213
98.817116,1.106305,7.647538,0.473586
95.87442,1.001924,98.419779,0.288676
71.006172,0.829196,168.126974,0.046615
73.850098,0.80983,86.065686,0.087334
122.142216,1.253881,135.140401,0.536514
56.242927,1.005469,113.16747,0.170133
40.859638,0.971511,33.236766,0.073878
87.836342,0.973774,124.701003,0.398033
74.961133,0.983245,175.438681,0.225827
81.187898,0.927193,65.491171,0.116655
69.72157,1.05039,179.687133,0.338006
73.810027,1.036733,111.774631,0.329559
98.498052,0.831874,132.304441,0.139644
89.900338,1.009121,115.792413,0.015487
100.587304,1.11663,150.705767,0.659238
68.926138,0.981044,94.413797,0.321554
85.679892,1.031848,150.870826,0.352585
93.411573,0.949411,104.210193,0.239531
100.456096,1.098211,181.158107,0.107719
79.707383,0.904516,91.676904,0.109591
56.363854,0.972173,149.850023,0.049094
81.971624,1.016847,105.125837,0.713192
107.649547,1.070116,152.772522,0.534692
75.49358,1.058501,82.98549,0.380422
55.918444,1.345053,139.50015,0.054589
109.755325,1.171627,84.172036,0.115176
96.174299,1.067048,176.457107,0.14981
83.18165,1.062529,167.439955,0.138754
82.816174,1.017865,93.484009,0.109682
95.658375,1.055813,112.329849,0.221982
118.822761,0.937113,114.40959,0.15097
86.621344,0.954012,128.798104,0.076493
97.622835,0.927587,134.196387,0.30559
83.665845,1.021057,200.648768,0.16516
78.58847,1.057403,144.591175,0.396867
97.629632,1.015081,193.789389,0.514463
112.482503,1.094123,108.250044,0.147703
79.226974,0.989029,163.483631,0.478508
89.021145,0.971496,121.21505,0.183364
113.31427,0.987484,154.773882,0.23223
76.71617,0.970856,113.216336,0.162968
52.559112,0.836442,154.381739,0.040571
65.353151,0.861829,159.374827,0.285767
95.616312,1.062317,140.033271,0.168107
119.566599,1.180688,177.27898,0.322372
113.251622,0.866124,102.553161,0.36997
100.928325,1.017557,72.482598,0.489547
74.609173,1.068079,109.242616,0.438458
85.124499,0.88354,73.160883,0.437703
78.178213,1.042927,79.881291,0.123339
69.312226,0.899193,192.812222,0.211503
97.460279,0.911682,119.870398,0.676837
55.268683,1.007266,103.512798,0.073788
61.106393,1.155411,122.795532,0.374245
113.449858,0.916116,109.999651,0.341081
110.000327,0.95494,150.702604,0.193924
61.87584,0.912199,79.3061,0.409364
83.488018,1.074554,68.043778,0.564942
66.835054,0.907891,142.803377,0.335137
74.868903,0.940781,160.673901,0.376935
86.091925,0.774854,66.508863,0.35113
88.34878,1.078477,141.98301,0.255369
79.546598,1.143043,116.862672,0.10007
90.102453,1.220589,110.697894,0.054747
89.460772,1.043491,113.050896,0.232261
63.231625,0.922133,143.373734,0.050391
127.531926,1.017771,63.9296,0.437596
42.836193,0.983833,179.312494,0.328674
55.950778,0.943604,136.531003,0.553877
54.381475,1.053912,74.701508,0.155525
72.723443,1.128946,76.041187,0.146736
99.536494,0.901984,45.773607,0.413711
110.639672,0.934394,72.569597,0.385288
92.579092,1.055655,117.572578,0.14182
35.783709,0.877151,139.596054,0.125175
48.986979,0.883513,106.780869,0.27209
83.038811,0.848525,130.886821,0.203732
62.466477,0.816949,109.287507,0.151841
107.445951,1.088677,47.343447,0.004539
95.888313,1.023853,132.19811,0.202821
86.719721,0.979955,139.935226,0.235374
86.972751,1.099773,107.312818,0.155857
74.587589,1.044325,71.902428,0.449024
96.590137,1.086048,126.906697,0.025693
