prompt_length,embedding_norm,response_length,response_quality
58.685566,1.072275,103.178596,0.929977
49.708737,0.863578,76.400528,0.723645
59.552361,1.00267,187.054084,0.940264
67.489312,1.04766,67.869008,0.709121
49.325754,1.036587,170.851721,0.489902
33.485603,0.990815,161.663335,0.880734
55.930301,0.996536,67.452485,0.895707
55.20046,0.984889,129.29182,0.647258
48.460217,0.936448,86.850326,0.897485
40.17168,0.894137,98.933144,0.716144
38.602636,1.001424,123.287745,0.817485
50.216148,1.092172,104.889236,0.690277
84.855564,1.020891,37.436126,0.961017
41.041051,1.042108,136.308436,0.764609
79.317267,0.989845,85.179523,0.872381
63.697781,1.115107,126.119068,0.384956
62.472388,0.92582,89.955402,0.652789
42.624085,1.028531,72.168969,0.863667
67.610495,1.076185,36.633634,0.788879
50.453681,1.06736,65.360371,0.901572
22.9918,0.837673,70.978782,0.61091
19.983201,1.026054,70.025831,0.724906
82.633684,1.062618,205.239251,0.848296
42.596145,1.060233,73.240482,0.707961
48.584884,1.082635,100.263704,0.883187
47.629228,1.233117,83.446357,0.773172
42.560019,0.854188,120.255984,0.669291
39.038258,0.909724,154.995896,0.731555
73.25632,0.861697,105.001384,0.805858
25.418138,1.100578,127.296754,0.700986
73.349207,0.884959,124.874284,0.690959
77.315668,1.019691,86.712211,0.837285
25.864558,1.031422,91.062239,0.81726
60.712901,0.995612,88.743069,0.862336
23.354919,1.012933,121.903477,0.756381
22.865948,0.920562,160.485823,0.376229
60.368337,0.969484,121.893962,0.93626
34.911134,1.234536,62.923672,0.955017
36.969504,1.011351,195.752273,0.842141
78.57821,1.230155,112.379429,0.845848
32.551108,1.096516,108.746504,0.760519
64.872074,0.961566,94.858288,0.495414
30.063484,1.050358,131.412176,0.734336
51.200522,1.006334,106.473669,0.878273
63.230352,0.903594,106.187806,0.854198
43.329799,1.088051,109.70057,0.370276
64.349067,0.945163,109.346216,0.851546
64.771407,1.041347,79.511468,0.800516
58.210607,0.945162,105.332101,0.635358
43.509909,1.079243,151.690567,0.879719
22.761332,1.256753,96.755224,0.764532
50.693226,1.097018,136.215636,0.655004
36.302302,0.947419,74.026397,0.893658
61.224324,0.83826,80.411709,0.759127
59.534015,1.009529,104.789124,0.765203
29.751353,1.164162,64.490218,0.5977
45.084577,0.98185,110.393792,0.980219
31.898025,0.991893,74.212882,0.651308
40.487674,0.908014,119.892318,0.92207
58.161559,1.067199,93.832306,0.819385
52.82868,0.964544,150.682754,0.802959
61.159586,0.992448,130.80075,0.89473
57.882065,1.057259,172.430647,0.7403
37.543447,0.945672,112.381271,0.962168
40.226689,1.044623,101.460123,0.857611
28.908235,0.975264,74.905057,0.621438
38.198831,1.061001,62.36449,0.926774
59.451589,1.057598,145.120226,0.920987
71.054946,1.055806,172.261463,0.834928
43.515857,1.100621,155.606662,0.85283
54.675993,0.958652,81.979378,0.758668
47.102516,1.122694,141.740934,0.824123
64.442581,1.130151,165.438155,0.775778
56.95857,0.997016,152.175273,0.782651
28.075604,1.043776,80.712578,0.706646
44.817308,0.862735,131.033579,0.933025
57.095809,0.975856,168.816666,0.84746
77.39828,0.77352,112.309585,0.816341
43.940775,1.010817,60.083119,0.875819
29.703056,1.042101,132.900006,0.992358
45.464432,0.982446,55.566882,0.842895
39.730372,0.984956,95.052208,0.819993
54.427979,0.894551,101.386713,0.616666
71.043695,1.138953,118.628009,0.774481
50.19891,1.072985,106.868129,0.864604
57.628941,1.08665,98.8041,0.756561
71.858009,1.022498,179.707859,0.335442
42.945614,1.024971,155.484866,0.890615
56.346514,1.112223,172.311086,0.832546
40.505731,0.912858,110.303818,0.61975
29.218675,1.039358,129.537298,0.875022
46.753881,1.05044,117.170009,0.766604
56.203102,0.929098,47.73802,0.819759
49.82989,0.916303,200.47886,0.653418
60.773111,1.291522,103.551293,0.89802
52.977986,0.752238,120.936574,0.4865
47.270484,0.91851,85.907583,0.936399
40.981521,0.946287,102.405016,0.720974
66.693474,0.873932,63.310329,0.749626
52.951547,0.971613,156.59462,0.858376
58.257538,0.997041,99.859463,0.927971
24.053047,0.974821,115.583813,0.812488
41.085845,1.003277,110.323834,0.964633
44.67581,0.981448,83.689114,0.845391
53.93764,1.104257,151.477524,0.833875
57.318781,0.943183,81.30883,0.755182
52.6014,0.861967,152.067207,0.807129
57.696854,0.963667,157.811251,0.773313
10.095709,1.039289,169.070985,0.778296
24.205869,1.007178,148.890171,0.990042
80.344539,1.009834,156.680712,0.808083
48.997307,0.953627,91.012076,0.936602
47.939475,1.096758,90.859827,0.948025
52.517705,0.964309,81.080336,0.577916
43.374722,0.991959,85.148216,0.872437
42.487747,0.970506,142.96112,0.852597
64.429791,1.042717,136.02812,0.948603
38.898062,1.094503,106.28334,0.658797
39.552962,0.824603,137.056695,0.947363
35.298862,1.101467,87.521596,0.901886
34.362413,1.042921,88.469304,0.81862
56.546522,0.909746,179.61285,0.86175
54.189093,1.019746,112.896422,0.882311
44.946605,0.988892,115.957514,0.724683
58.008015,1.057302,52.595121,0.781108
35.127517,0.998509,134.962313,0.591616
61.887982,1.045324,117.009289,0.666614
97.237464,1.115412,134.7921,0.686972
78.505612,1.060007,167.924039,0.779653
32.217513,0.949927,165.022139,0.914452
91.297324,1.061379,135.636685,0.994858
52.381697,1.050442,101.513712,0.982292
17.11058,1.149742,85.697645,0.95644
55.747325,1.044268,187.217436,0.625489
41.580523,1.016373,92.332419,0.875414
66.880879,1.11591,212.485403,0.737437
38.438428,1.06919,114.274297,0.924097
53.212357,1.2834,161.068994,0.611812
77.153977,0.925865,130.334285,0.847608
64.813232,1.000795,108.480599,0.900056
10.680594,1.091844,147.198632,0.803686
75.947688,1.08638,110.242338,0.597968
62.621831,1.035458,109.4376,0.821195
58.425325,0.978752,137.996283,0.840209
44.399423,0.971716,56.269591,0.857726
24.160131,0.916586,141.548689,0.71562
61.66678,1.007101,128.681296,0.914782
44.58727,1.093969,61.299299,0.838762
51.510386,0.925926,151.791087,0.86183
73.201543,1.063092,111.607366,0.749344
44.484845,1.043399,82.128699,0.814758
43.983883,1.006027,171.866266,0.642553
36.380964,0.963154,106.112111,0.8651
2.648004,1.135682,67.142909,0.798389
29.616175,0.962991,148.552154,0.643357
34.510479,0.985262,100.53963,0.79126
54.350393,0.972151,168.275977,0.816778
46.78883,0.982524,116.455241,0.966228
58.253712,0.963912,145.683551,0.901004
47.737332,0.957104,134.602138,0.878909
44.087502,1.026199,145.497528,0.75416
57.790406,0.891437,138.692262,0.595308
60.889318,1.064363,124.735065,0.919602
70.387464,0.923075,108.818553,0.844587
77.621186,1.088853,192.645555,0.918292
49.850388,0.847197,111.356771,0.648607
64.470711,0.987722,160.763124,0.732837
36.620422,1.245527,93.787851,0.868089
37.692671,0.917633,53.071337,0.777636
58.033721,0.919334,87.040777,0.93797
33.572379,0.873829,58.528101,0.892789
71.926106,0.893359,137.496782,0.732864
30.782359,1.077492,119.507041,0.961244
41.245096,0.971615,115.835214,0.803012
39.476984,1.110281,51.102858,0.891373
59.122073,0.841606,144.642344,0.825495
70.662703,0.938162,185.979349,0.846916
20.417982,1.036932,36.822122,0.673068
31.928355,0.938033,142.791857,0.846591
33.612351,1.070113,156.843835,0.613059
40.814657,0.957591,101.699268,0.886479
24.580213,1.011114,166.991071,0.96763
60.88118,0.988236,124.819187,0.883839
42.062046,0.945946,107.230248,0.665089
37.076135,1.03766,89.896424,0.717231
87.570952,0.787363,72.625017,0.811967
76.959536,0.992418,99.002902,0.92878
47.578231,0.977619,141.951334,0.723312
41.92645,0.908089,154.414047,0.707609
43.028719,1.139694,103.416732,0.935888
39.8544,1.021168,145.3251,0.871534
48.804329,1.027213,92.712759,0.827451
50.234411,1.101063,145.684119,0.904738
62.536112,0.994038,102.116882,0.817688
51.53101,0.937121,180.498842,0.927995
45.24971,0.947693,93.156928,0.944273
62.560179,1.041433,156.933986,0.614466
52.134444,0.953128,115.385575,0.620143
45.080439,1.040913,155.505054,0.687635
57.82746,0.991211,137.184106,0.869069
46.478315,0.957611,62.224104,0.824001
43.421172,0.920406,58.533239,0.809027
46.63032,0.955961,84.720124,0.813342
67.058284,0.841064,130.759896,0.890838
45.671463,0.93991,136.717988,0.812181
42.872378,1.016413,61.780623,0.896225
50.360347,0.937524,96.806806,0.727541
46.725391,1.025288,127.457011,0.819183
66.274854,0.989542,100.767037,0.887196
62.155181,0.981584,58.342282,0.658862
46.785588,1.090455,103.034062,0.823654
60.445259,0.886312,126.070944,0.932767
33.744024,0.969016,117.606377,0.892395
58.242491,0.970312,62.956586,0.658439
38.491815,0.901485,118.982127,0.857724
30.134535,1.080876,119.666801,0.74738
37.359195,0.954954,100.177044,0.868374
71.588472,0.983044,165.746909,0.941254
45.402512,0.870953,126.399124,0.718715
43.490904,1.188952,137.426933,0.890506
32.966349,1.081571,68.141461,0.957884
74.143611,1.120819,114.720456,0.911553
20.055578,1.02487,88.593355,0.861397
62.839368,0.986896,113.881284,0.591611
49.220452,1.106066,42.807371,0.723254
29.333166,0.895347,152.552475,0.862809
47.214123,0.903051,116.617559,0.917521
49.576524,1.089545,114.186732,0.933112
41.577848,0.889906,80.87542,0.847293
45.627385,1.064175,126.06776,0.786829
55.157308,1.012469,147.258939,0.874529
0.311064,0.935732,170.343065,0.572633
12.181291,0.894743,83.487599,0.750196
73.659383,0.901749,69.044872,0.785455
69.11825,1.124105,206.897919,0.950754
54.431248,0.802087,103.345985,0.745863
53.221291,0.998871,96.891064,0.637462
40.392471,0.967384,117.847073,0.979573
64.843602,0.860196,107.561122,0.787717
80.895754,1.101048,175.266825,0.619366
66.314165,0.883757,156.014008,0.918714
55.538973,0.879927,141.615891,0.688935
47.926031,0.829267,189.916663,0.771311
62.084802,0.972122,119.074123,0.705234
17.56096,1.03749,143.946325,0.935515
67.549481,0.843667,237.179799,0.865452
30.115964,1.131164,157.220499,0.92271
66.866808,1.081745,148.316085,0.859219
42.297267,0.912744,104.752445,0.871347
23.560057,1.074804,163.199029,0.902995
68.214113,0.94107,112.066321,0.803572
54.520864,0.973875,126.903138,0.769035
51.327201,0.816293,73.342828,0.673723
54.306673,1.169578,116.510357,0.830843
37.62899,0.898768,53.755304,0.936288
41.107806,1.02083,175.686323,0.891288
43.027548,1.088641,134.780951,0.657939
90.337351,1.080768,91.999362,0.786791
70.908666,0.94575,88.634096,0.819273
65.095568,0.93366,71.532263,0.755558
74.0817,1.038657,138.446297,0.818315
34.546364,1.121052,141.306635,0.8588
57.346882,1.014494,143.001551,0.823269
68.95941,1.031769,149.031126,0.681851
53.990059,1.158368,127.445207,0.949116
80.116205,0.99088,156.063146,0.752099
74.808347,0.985208,83.839003,0.884559
57.829235,1.042395,150.115638,0.930568
36.277138,0.978802,112.548472,0.946999
63.935627,1.099343,159.915481,0.839497
21.739143,1.118305,133.246157,0.576924
29.091852,0.912707,124.475915,0.703742
26.890287,1.051648,94.722445,0.93899
54.830752,0.872653,123.548483,0.880524
51.215858,1.081789,167.99554,0.78339
46.375959,1.14914,121.290086,0.883456
34.518734,0.997969,154.223665,0.652201
36.564344,0.860254,61.447385,0.767513
57.657424,0.853193,100.684424,0.949866
64.329222,0.951976,146.060634,0.730414
54.162171,0.96777,67.599883,0.857079
56.555588,1.139584,130.910011,0.618346
38.38715,1.013134,129.483038,0.55566
34.246541,1.081313,55.03745,0.710686
47.272917,1.118252,97.637954,0.83518
62.274438,0.763145,172.167367,0.682811
30.708965,1.10755,109.310558,0.945891
72.533303,0.994521,124.382263,0.696816
62.96268,0.914429,54.159871,0.689034
59.352891,0.951204,177.324918,0.941861
42.58231,1.047443,100.476733,0.679961
76.430124,1.139696,93.46952,0.803758
30.22532,0.861624,126.183929,0.532158
6.804822,1.016655,148.026971,0.937852
43.873745,0.8764,126.776636,0.718443
72.967363,0.977233,60.761833,0.769537
55.693165,0.929822,111.158388,0.842117
55.718768,1.150577,65.428661,0.903234
71.168077,1.006159,138.182993,0.783626
73.090954,1.200645,162.72362,0.721016
71.920338,1.018598,87.042844,0.844059
75.570155,1.067538,64.216417,0.840789
53.106117,1.070232,107.176002,0.935554
44.498142,0.950091,127.09203,0.726984
36.203975,0.939723,142.3383,0.920638
38.941567,1.120495,49.980386,0.806456
37.312619,0.979728,150.500181,0.841288
36.982732,1.100753,160.387427,0.606776
46.667148,1.144574,97.287189,0.944777
50.588429,0.95849,118.183759,0.882392
58.687384,0.970096,174.847334,0.949517
58.504189,0.93179,12.579773,0.825807
56.080873,0.979825,96.370037,0.762525
28.804492,0.979019,106.474441,0.826673
62.890699,0.994762,153.960928,0.870034
82.082914,0.886044,114.637796,0.833723
50.291766,0.906955,105.11415,0.772644
48.719986,1.104399,124.458448,0.822879
75.455802,0.991918,47.309644,0.89674
36.429786,0.89489,112.257398,0.937768
70.742603,1.018197,137.095823,0.637061
60.22407,1.094667,101.129851,0.86145
60.859742,0.906944,187.457277,0.596622
53.611776,0.955039,123.443475,0.857013
38.723151,0.718814,104.972579,0.859901
46.968399,0.978703,164.82399,0.871263
43.027699,1.045906,98.814289,0.782
48.7637,1.049807,121.304445,0.653843
48.051359,0.970084,132.520709,0.662481
71.008862,0.997336,173.524029,0.938533
57.914087,1.175118,111.899296,0.860746
44.738054,0.912604,176.710126,0.867025
74.040205,1.023745,143.891278,0.856011
66.386834,0.934904,141.076761,0.697397
53.65132,1.007661,127.147092,0.925367
39.829467,0.895655,82.936818,0.75364
61.871989,0.96937,105.017658,0.809084
24.256552,0.917903,93.280422,0.872473
34.657908,1.208246,159.757449,0.712516
37.564899,1.04836,100.759015,0.931755
23.00373,1.239059,85.304017,0.676424
38.808007,0.987609,102.277577,0.947988
43.326889,0.930472,154.507505,0.923595
38.909823,1.052619,198.419386,0.855113
95.185654,0.956416,154.399638,0.75541
40.400842,0.973188,128.99781,0.773806
15.924058,0.957685,7.111311,0.878115
51.937068,0.983506,146.728736,0.732356
29.356385,1.015632,129.165066,0.824533
52.920435,1.181518,153.863864,0.810611
58.273871,1.087049,186.16666,0.888994
44.618915,0.981355,184.474077,0.805137
58.863209,1.049018,99.064154,0.984079
40.540673,1.057392,168.184445,0.840992
54.782721,0.988462,80.306069,0.789012
46.284243,1.097028,131.198534,0.845094
54.59706,0.82759,119.209987,0.68108
44.288376,0.946003,71.325376,0.593272
33.703516,1.038498,112.048306,0.873569
47.240409,0.987686,79.958907,0.837891
91.856325,1.177353,140.55118,0.591337
53.822616,1.02173,206.786307,0.987156
39.185579,1.083699,148.15248,0.797679
25.867078,1.017224,159.091345,0.781336
68.028609,1.033814,66.183344,0.967752
46.085098,1.193755,77.206686,0.503274
24.677913,0.799392,194.690837,0.841381
16.926145,1.059596,149.883046,0.841139
51.522269,0.946791,150.576805,0.662432
72.81316,0.854783,123.877339,0.919608
46.631794,0.976336,105.701381,0.730686
51.572159,1.073406,180.930443,0.923079
82.619146,1.061693,44.222014,0.754633
90.901982,0.992607,176.937309,0.931181
77.580667,1.117227,75.765514,0.869003
17.266335,1.081671,193.225744,0.91379
28.458689,1.010751,65.127827,0.860567
44.573814,0.912856,102.751289,0.703928
34.204507,1.069607,82.736531,0.946669
61.843855,1.007471,63.71253,0.673908
62.835839,0.927376,127.938233,0.667493
42.058908,1.126913,117.459873,0.658831
29.887605,0.821268,142.432698,0.631418
48.217293,0.872822,63.83409,0.70287
47.858496,1.052126,80.692851,0.950382
67.688461,1.1467,58.866098,0.872763
57.179356,0.940183,127.627329,0.906704
49.988101,1.15341,179.572968,0.943267
35.257536,0.920629,156.963461,0.775114
39.381198,1.067593,130.102003,0.920955
17.127033,1.068201,176.917996,0.647792
44.744119,0.964315,138.243468,0.833583
57.430892,0.989659,118.840381,0.84407
40.912387,0.955924,66.816399,0.959271
43.88619,0.984381,111.017508,0.884482
40.306727,0.878706,100.679217,0.86148
31.17948,1.040181,112.618642,0.81029
32.97511,1.055759,114.282446,0.822875
57.773562,0.95406,68.111962,0.631783
27.205925,1.015654,227.188338,0.831473
32.272457,1.093413,118.831467,0.700416
40.563147,1.002965,71.451539,0.830781
35.053101,1.113785,-21.393051,0.760681
60.028679,1.004754,106.045035,0.673984
75.987019,0.977839,65.372848,0.687553
56.321464,0.862256,64.187856,0.911103
52.444442,0.858751,153.917432,0.776534
40.008311,0.984721,91.723406,0.549917
25.286363,0.910362,102.856954,0.699892
48.500641,1.0233,79.804851,0.82752
59.059372,1.037776,52.28807,0.608152
71.607163,0.925043,51.616603,0.510178
46.164737,0.976287,100.877189,0.751893
84.801457,1.005993,99.299443,0.9261
31.407255,0.953151,90.88367,0.908438
43.188894,1.097849,136.811144,0.699383
55.747293,1.025026,155.775224,0.66567
50.187482,1.038427,92.449621,0.80147
41.090159,1.026159,128.214443,0.747442
61.985602,0.867137,94.219119,0.79612
41.333613,1.16561,108.944808,0.623138
33.786095,1.021836,94.807389,0.887808
28.363723,0.836081,60.75701,0.706142
62.185346,0.925992,164.612161,0.894757
53.220118,0.958637,107.259244,0.509631
34.291151,0.856897,80.369311,0.76583
46.898408,0.931981,144.348706,0.735354
54.371643,0.878021,125.123191,0.640055
72.028257,0.90668,95.593044,0.911652
56.520149,1.020324,146.919626,0.705852
26.291688,1.085421,43.730047,0.951113
34.820803,1.083734,140.258206,0.908688
71.381574,0.914076,156.959921,0.398551
52.162023,1.154985,92.439894,0.761054
58.093052,0.936222,124.061681,0.912208
73.862301,1.015752,77.291428,0.837423
51.341364,0.91655,94.29904,0.705531
44.090839,1.050585,78.399951,0.861016
37.966242,0.908367,109.059354,0.839399
65.253731,1.12626,234.136843,0.958332
45.568213,1.096076,143.865548,0.956225
53.864756,0.917356,154.700786,0.84312
54.480344,0.989387,78.398142,0.643069
65.733106,1.042613,126.339816,0.948246
54.265885,1.048018,94.062436,0.890828
42.801448,0.96879,51.392075,0.760012
58.961875,1.059299,92.055873,0.685703
51.411304,0.926882,66.988195,0.804628
57.844103,1.001711,100.148913,0.811212
50.282171,0.876694,74.453189,0.716838
66.079516,0.988152,109.437556,0.917203
67.826539,1.084394,66.595239,0.811779
66.324512,0.920079,172.236696,0.640705
56.782497,1.003405,154.529376,0.915355
59.90226,0.894807,56.721226,0.775803
14.121394,0.89458,168.988269,0.781947
